Tweet,sentiment_class
might be the worst ref i’ve ever seen in the world cup,negative
This ref is insane. How is this the best you could find to officiate a World Cup?,positive
Harry Wilson commits a blatant yellow card and the ref lets it go again. This ref should not have another match in the World Cup. Al Jassim is once again proving that Qatar aren't ready for the sport.,negative
"We have a ref crew of ACC, Pac-12 and the NFL on this pitch right now for the World Cup. #USMNT",neutral
WHERE IS THE YELLOW REF WHAT ARE YOU WATCHING THERE’S A WORLD CUP GAME GOING ON IN FRONT OF YOU,neutral
Garbage ref crew for a World Cup game.,neutral
Looks like @PROreferees picking up some side work at the World Cup. This ref is shite.,positive
"The ref picking and choosing yellow cards is fucking hilarious. This world cup is gonna go down as a complete disaster, I'm calling it now.",negative
Ref are bucking the USA for the World Cup,neutral
this ref should not officiate another game this world cup,neutral
Every world cup ref is as extra as Gene Steratore,neutral
I hope they ban this ref for the rest of the World Cup,negative
Is this the same Qatari ref who was so abysmal for Liverpool’s Club World Cup final? He’s been just as shocking this evening if it is #Liverpool #USAWAL #Qatar2022,negative
I think I want to be a World Cup ref that shit looks so powerful,negative
watching the world cup with my fella this year so i need some football phrases to shout at the telly. so far i have “REF !!! REF!!!” “VAR is a JOKE” and a little “stop dancing with it and PASS THE BALL” but i’m running out,neutral
This ref at the world cup is awful! #worldcup2022 #USA,negative
So the only question is will the ref for the Netherlands or Senegal games take the bung / obey the threat to give Qatar the World Cup win they paid for?,positive
"Imagine say na Nigeria host world cup and lost its opening match 💀💀

I just pity the Ref... 😂😂",negative
Calling it now. England game kicks off. Ref blows and sends Harry Kane off for his captains band. England team walk off. World Cup falls into doubt as other teams threatening to boycott. Doesn’t finish until Jan.,negative
The most amazing thing about the World Cup - is the number of fans and commentators that actually couldn’t ref an under 12 match on Sat - that are making comments about calls,positive
"Qatar MUST be the MOST weakest Host in the history of World Cup Finals No complete pass. No pattern. No creativity. Just running, running,  defending and defending and more runnings and defending This game, not even match fixing nor the Ref will help them.",negative
"Qatar had the best chance to score a goal in this match, but they lost 0-2, now they play Dutch and Senegal,chances are very high that they will bow out of this world cup without a goal unless they pay the ref. 
More humiliation coming their way.
#FIFAWorldCup",negative
"See Africans dey complain about the #offside for the world cup. People wey their ref end match before the actual time 😂🤣😁.
#FIFAWorldCup",negative
"This Ref has given out enough yellow card  for the entire World Cup 
🟨 
#FIFAWorldCup
#QatarWorldCup2022",neutral
The ref kits are particular ugly at this World Cup,negative
"Watching The Football  World Cup! 
Qatar Vs Ecuador! 
Ecuador win Stonewall Penalty but Player still Dives off His standing Leg to make sure! 
Ref should have waved away Penalty and Booked Player for Simulation even though it was Stonewall Penalty!
IMHO!!",negative
"Just realised I was watching the World Cup with the radio commentary and they are roasting the crowd, the players and the ref. This is much better! #Qatar2022",positive
We are all watching the World Cup. You girls should stop updating 31 statuses on whatsapp with every call the ref makes. We know u are watching too.,negative
This offsides Technology is going to be a problem for the World Cup. First goal wasn’t offsides was ruled offsides by “technology”. Last goal was offsides and the technology nor the ref called the offsides. #WorldCup  #Qatar,negative
The World Cup is getting abandoned after this. Infantino &amp; the ref will get murdered #WorldCup,negative
"This Qatar vs Ecuador world cup game is wild, many questionable ref and VAR choices that favor Qatar but are still losing and the look of disappointment in several Wealthy Qatar Princes is 😚👌*chef kiss*",negative
"@worldcup 2-0 half an hour in.  Should be 3-0 but they got some ref help. But let's face it, that team is embarrassingly bad and has no business playing (let alone hosting) the World Cup. Not even cheating can help them.  As with Trump, shamelessness reig",negative
I don’t envy any World Cup ref that has to officiate the hosting country’s games. So much pressure from the crowd,negative
Wondering what’s the odds on the opening game of the World Cup having more than one red card cuz this Italian ref has lost the plot 🤦🏻‍♂️,negative
I guess they don’t play the “advantage” rule in the World Cup. That or the ref is a fkn idiot.,negative
"People calling for “corruption” on favor of Qatar on the first ref decision. 
Do people watch the #PremierLeague or #LaLigaSantander ?!! 😂😂
Those ppl really want this World Cup to fail. 
#FIFAWorldCup 
#Qatar2022 #QatarEcuador",negative
I do love a Sunday afternoon on the sofa after a mighty @BisonsBury win ! Although not sure who was worse our ref of this World Cup opening ref 💰💰 offside my ass 👌,positive
The ref is the only Italian at that World Cup #FIFAWorldCup,neutral
Someone keep an eye out for this ref after the World Cup 😂.,neutral
People when a Qatari player fouls his opponent and the ref gives him a yellow card instead of sending him to jail: ThE wOrLd CuP iS coRrUpTeD,neutral
Ref didn’t wanna give it nah this World Cup is a scam😭,negative
firstly the weird offside call on ecuadors goal 🤨 but then dude does a throw in and completely lifts his back foot right in front of the assistant ref but no call??? this World Cup shall be an interesting one,positive
"Whaoooo. Clean 1st goal of 2022 World Cup Qatar v Ecuador. FIFA ref, have started sheeting’s. That is not offside. Very very clean goal . OMG",positive
Keep in mind that the ref just so happens to be debuting tonight……weird his first game is reffing a host nation at a world cup🤡🤣,neutral
Wtf the ref from Italy doing at the world cup,negative
Good start to the World Cup. Ref is totally bent - pro Qatar.,positive
"Off side lol rigged already the World Cup even the var are paid, it’s funny how you infantino  is Italian , ref is Italian half the var are Italian just saying 😂😂😂😂😂",positive
"Just about 6 Quator Players played Eduador ON SIDE Perfectly good goal disallowed.
Ref and Assistants clearly got the brown envelopes to help Qatar every way they can.

Joke world cup already",positive
First controversial decision in world Cup  goes Qatars way. Who'd a thunk it. Only surprised the ref didn't give Qatar a penalty from the offside decision. Hope Ecuador score 10....,positive
Qatar will lift the world Cup. They've already paid the VAR ref #shocking,neutral
"I know it’s been over a decade since I was a soccer ref, but that was not offsides. What a way to start the World Cup.",neutral
Watching first game of world Cup what a fix as was definitely a goal as player blatantly was not offside. Guess money talks is Ref paid off as well?,positive
"It’s disgusting how corrupt this World Cup is, ref didn’t even go check the screen, VAR made an offside call that was never offsides. 🤦🏽‍♂️",negative
